"person_id";"primary_name";"birth_year";"death_year";"primary_profession";"known_for_titles"
857806;"Jack Thibeau";1946;0;"actor,writer,miscellaneous";"tt0093409,tt0091209,tt0106165,tt0079116"
858977;"Jameson Thomas";1888;1939;"actor,soundtrack";"tt0018876,tt0026197,tt0020269,tt0025316"
859892;"Bill Thompson";1913;1971;"actor,soundtrack";"tt0046183,tt0043274,tt0053285,tt0048280"
860712;"Shelley Thompson";1959;0;"actress,director,writer";"tt7513016,tt0290988,tt5343532,tt13190778"
860947;"Ulrich Thomsen";1963;0;"actor,producer,director";"tt0963178,tt0418455,tt0386342,tt0154420"
861703;"Richard Thorpe";1896;1991;"director,writer,actor";"tt0045966,tt0015852,tt0043599,tt0044760"
862026;"Ingrid Thulin";1926;2004;"actress,director,writer";"tt0050986,tt0057358,tt0069467,tt0057611"
862911;"Greg Tiernan";1965;0;"director,animation_department,art_department";"tt0090633,tt1700841,tt0096787,tt1620981"
863387;"George Tillman Jr.";1969;0;"producer,director,writer";"tt5580266,tt0203019,tt0472198,tt2113075"
863999;"Rob Tinkler";1973;0;"actor,writer,director";"tt0217630,tt0290095,tt0366551,tt7979580"
864997;"Stephen Tobolowsky";1951;0;"actor,soundtrack,writer";"tt0107048,tt0103074,tt0094012,tt0095647"
865119;"Beverly Todd";1946;0;"actress";"tt0825232,tt0095662,tt0097722,tt0375679"
865302;"Tony Todd";1954;0;"actor,producer,director";"tt0103919,tt0756683,tt0117500,tt0109506"
865918;"Éric Toledano";1971;0;"writer,producer,director";"tt5699154,tt8655470,tt1675434,tt1404082"
865949;"Goya Toledo";1969;0;"actress,soundtrack";"tt1543037,tt1779826,tt2897076,tt0245712"
866835;"David Tomlinson";1917;2000;"actor,soundtrack";"tt0066817,tt0058331,tt0064603,tt2140373"
867391;"Eijirô Tôno";1907;1994;"actor,soundtrack";"tt0066473,tt0055630,tt0046438,tt0056444"
867694;"Topol";1935;2023;"actor,soundtrack,producer";"tt0069131,tt0082398,tt0067093,tt0080745"
868153;"Giuseppe Tornatore";1956;0;"director,writer,actor";"tt0095765,tt0120731,tt1924396,tt0213847"
868219;"Guillermo del Toro";1964;0;"writer,producer,director";"tt0457430,tt0167190,tt1488589,tt0256009"
868659;"Gina Torres";1969;0;"actress,producer,soundtrack";"tt1632701,tt0379786,tt0242653,tt0234215"
870204;"Stuart Townsend";1972;0;"actor,director,writer";"tt0460745,tt0238546,tt0850253,tt0311429"
873779;"Gary Trousdale";1960;0;"director,writer,art_department";"tt0101414,tt0110357,tt0230011,tt0116583"
874232;"Raoul Max Trujillo";1955;0;"actor,producer,miscellaneous";"tt0472043,tt5719748,tt0402399,tt1411250"
874676;"Eric Tsang";1953;0;"actor,producer,miscellaneous";"tt0338564,tt0369060,tt0325655,tt0144029"
875332;"Mahito Tsujimura";1930;2018;"actor";"tt0087544,tt0088509,tt0104652,tt0316540"
875362;"Yôko Tsukasa";1934;0;"actress,soundtrack";"tt0060508,tt0055630,tt0061971,tt0410164"
875477;"Keiko Tsushima";1926;2012;"actress,script_department,soundtrack";"tt0044163,tt0047478,tt0164078,tt0348003"
875793;"Anand Tucker";1963;0;"producer,director,writer";"tt1216492,tt2058107,tt0150915,tt0335119"
876138;"Alan Tudyk";1971;0;"actor,writer,producer";"tt3748528,tt0303461,tt0183790,tt0343818"
876300;"Ulrich Tukur";1957;0;"actor,soundtrack,writer";"tt0280653,tt0405094,tt0307479,tt1149362"
876645;"Tamara Tunie";1959;0;"actress,director,producer";"tt1907668,tt0182000,tt0118971,tt0203259"
877430;"Bree Turner";1977;0;"actress,miscellaneous";"tt1830617,tt1142988,tt0397078,tt2063781"
877913;"Tina Turner";1939;0;"music_artist,soundtrack,actress";"tt0078239,tt0107362,tt0089530,tt0073812"
878638;"David Twohy";1955;0;"writer,director,producer";"tt0119173,tt0134847,tt0106977,tt1411250"
878756;"Tom Tykwer";1965;0;"writer,composer,producer";"tt0396171,tt4378376,tt0130827,tt1371111"
878763;"Morten Tyldum";1967;0;"director,producer,editor";"tt1614989,tt2084970,tt0371589,tt1355644"
878784;"Brian Tyler";1953;0;"actor,stunts,miscellaneous";"tt0080120,tt2091430,tt2649126,tt3652744"
879085;"Tyrese Gibson";1978;0;"actor,producer,soundtrack";"tt0255819,tt0418279,tt1905041,tt2820852"
880484;"Gaspard Ulliel";1984;2022;"actor";"tt4645368,tt0401711,tt0367959,tt0344510"
880521;"Liv Ullmann";1938;0;"actress,director,writer";"tt0067919,tt0077711,tt0060827,tt0069467"
881279;"Lee Unkrich";1967;0;"editorial_department,editor,miscellaneous";"tt0266543,tt0435761,tt2380307,tt0120363"
881631;"Karl Urban";1972;0;"actor,producer,soundtrack";"tt0167261,tt0419706,tt0796366,tt0167260"
885098;"Alida Valli";1921;2006;"actress,soundtrack,director";"tt0053459,tt0041959,tt0076786,tt0039694"
885249;"Jean-Marc Vallée";1963;2021;"director,editor,producer";"tt0790636,tt0401085,tt2305051,tt1550312"
887144;"Brian Van Holt";1969;0;"actor,director";"tt0264395,tt0257076,tt0265086,tt0814164"
889522;"Nia Vardalos";1962;0;"actress,writer,producer";"tt0762105,tt3760922,tt0259446,tt0340256"
889846;"Jacob Vargas";1971;0;"actor,producer";"tt1124373,tt1929263,tt0181865,tt8403536"
890232;"Michael Vartan";1968;0;"actor";"tt0285333,tt0479528,tt1657507,tt0151738"
891114;"Tom Vaughan";1969;0;"director,writer";"tt14708510,tt0477095,tt1033643,tt4602768"
891216;"Matthew Vaughn";1971;0;"producer,director,writer";"tt1250777,tt2802144,tt1270798,tt0375912"
891275;"Emmanuelle Vaugier";1976;0;"actress,producer,soundtrack";"tt0369179,tt0395843,tt0432348,tt2295809"
891786;"Alexa PenaVega";1988;0;"actress,soundtrack,music_department";"tt0893412,tt0338459,tt0287717,tt0227538"
891895;"Paz Vega";1976;0;"actress,soundtrack,director";"tt0371246,tt0499603,tt0254455,tt1206885"
892299;"Manuela Velasco";1975;0;"actress,soundtrack";"tt1404147,tt1038988,tt1245112,tt1649443"
893204;"Diane Venora";1952;0;"actress,producer";"tt0094747,tt0113277,tt0119395,tt0117509"
893257;"Milo Ventimiglia";1977;0;"actor,producer,director";"tt0964539,tt1034032,tt5555260,tt0813715"
893659;"Gore Verbinski";1964;0;"director,producer,writer";"tt0325980,tt1192628,tt1210819,tt4731136"
893941;"Maribel Verdú";1970;0;"actress,soundtrack";"tt0245574,tt1854513,tt0109373,tt0457430"
896542;"King Vidor";1894;1982;"director,writer,producer";"tt0049934,tt0018806,tt0019959,tt0022436"
896735;"Vince Vieluf";1970;0;"actor,writer,director";"tt0250687,tt0118604,tt0338077,tt0408345"
897845;"Soledad Villamil";1969;0;"actress,soundtrack";"tt1305806,tt0204110,tt0378453,tt0210843"
898288;"Denis Villeneuve";1967;0;"director,writer,editor";"tt1160419,tt2543164,tt1856101,tt1255953"
898571;"Alex Vincent";1981;0;"actor,sound_department,composer";"tt0094862,tt2230358,tt0099253,tt3280262"
898634;"Frank Vincent";1937;2017;"actor,producer,miscellaneous";"tt0099685,tt0112641,tt0081398,tt0141842"
899121;"Thomas Vinterberg";1969;0;"director,writer,actor";"tt10288566,tt2106476,tt1322385,tt0154420"
899681;"Goran Visnjic";1972;0;"actor,producer,soundtrack";"tt1568346,tt0108757,tt0357277,tt1532503"
899995;"Joe Viterelli";1937;2004;"actor";"tt0289848,tt0116213,tt0109348,tt0122933"
900915;"Jürgen Vogel";1968;0;"actor,producer,soundtrack";"tt0301357,tt0119510,tt1063669,tt0499101"
902188;"Lenny von Dohlen";1958;2022;"actor";"tt0087197,tt0119303,tt0780622,tt0105665"
903194;"Gustav von Wangenheim";1895;1975;"actor,director,writer";"tt0013442,tt0049298,tt0042214,tt0027388"
903677;"Arnold Vosloo";1962;0;"actor,producer";"tt0120616,tt0450259,tt1583421,tt0209163"
905152;"Lilly Wachowski";1967;0;"writer,producer,director";"tt0133093,tt0234215,tt1371111,tt0115736"
905154;"Lana Wachowski";1965;0;"writer,producer,director";"tt0234215,tt1371111,tt0133093,tt0115736"
905311;"Justine Waddell";1975;0;"actress,producer,director";"tt0460791,tt0402910,tt1772980,tt0126100"
905592;"Jeff Wadlow";1976;0;"producer,director,writer";"tt1542768,tt1650554,tt6772950,tt2188671"
906301;"Robert Wahlberg";1967;0;"actor,producer";"tt0327056,tt0452623,tt0455944,tt0407887"
906476;"David Wain";1969;0;"writer,actor,producer";"tt9850952,tt0430922,tt0243655,tt1325113"
906618;"Malcolm Waite";1892;1949;"actor";"tt0015864,tt0021191,tt0020223,tt0015973"
906686;"Akiko Wakabayashi";1941;0;"actress";"tt0060786,tt0056142,tt0058544,tt0062512"
907548;"Benjamin Walker";1982;0;"actor,soundtrack";"tt1390411,tt1611224,tt3797868,tt0418689"
907708;"Eamonn Walker";1962;0;"actor,soundtrack";"tt0399295,tt0346631,tt0118421,tt0217869"
908094;"Paul Walker";1973;2013;"actor,producer,miscellaneous";"tt0232500,tt0404390,tt1013752,tt2820852"
908153;"Robert Walker";1918;1951;"actor,soundtrack";"tt0037769,tt0035664,tt0037604,tt0044079"
908824;"Randall Wallace";1949;0;"writer,producer,director";"tt0112573,tt0213149,tt0277434,tt1028576"
908914;"Dee Wallace";1948;0;"actress,producer,miscellaneous";"tt0090887,tt0083866,tt0085382,tt0082533"
908919;"Eli Wallach";1915;2014;"actor,producer,miscellaneous";"tt0048973,tt0457939,tt0054047,tt0060196"
910278;"Julie Walters";1950;0;"actress,soundtrack";"tt0795421,tt2381111,tt1201607,tt0249462"
910559;"Mark Walton";1968;0;"art_department,actor,animation_department";"tt0120855,tt0371606,tt0397892,tt0398286"
910607;"Christoph Waltz";1956;0;"actor,producer,soundtrack";"tt1692486,tt2333804,tt1853728,tt0361748"
911320;"Patrick Warburton";1964;0;"actor,producer,soundtrack";"tt0425061,tt0417373,tt0120917,tt0389790"
911542;"Fred Ward";1942;2022;"actor,soundtrack,producer";"tt0115857,tt0100814,tt0079116,tt0108122"
911910;"Vincent Ward";1956;0;"director,writer,actor";"tt0104812,tt0095709,tt0088355,tt0103644"
912001;"Jack Warden";1920;2006;"actor,soundtrack";"tt0050083,tt0078718,tt0114924,tt0078841"
912938;"Marc Warren";1967;0;"actor,producer,soundtrack";"tt0185906,tt0385002,tt0493464,tt0433405"
913488;"Kerry Washington";1977;0;"actress,producer,director";"tt1837576,tt0206275,tt1853728,tt0350258"
913822;"Ken Watanabe";1959;0;"actor,producer,soundtrack";"tt0831387,tt0498380,tt1375666,tt0325710"
914132;"Mark Waters";1964;0;"director,producer,writer";"tt0416236,tt1686821,tt1022603,tt0821640"
914455;"Leonor Watling";1975;0;"actress,soundtrack,director";"tt0287467,tt0306432,tt0314412,tt0488604"
914612;"Emma Watson";1990;0;"actress,soundtrack,director";"tt0241527,tt2771200,tt2132285,tt1659337"
915208;"Naomi Watts";1968;0;"actress,producer,soundtrack";"tt0166924,tt0360717,tt1649419,tt2562232"
915458;"Damon Wayans Jr.";1982;0;"actor,writer,miscellaneous";"tt1924435,tt1153706,tt2245084,tt1386588"
915465;"Shawn Wayans";1971;0;"actor,writer,music_department";"tt0381707,tt0116126,tt0175142,tt0430304"
915468;"Kristina Wayborn";1950;0;"actress";"tt0086662,tt0081514,tt0371675,tt0086034"
915593;"Keith Wayne";1945;1995;"actor";"tt0063350"
915865;"Jacki Weaver";1947;0;"actress,soundtrack";"tt3521126,tt1682180,tt1313092,tt1045658"
915989;"Hugo Weaving";1960;0;"actor,soundtrack,producer";"tt0434409,tt0167261,tt0167260,tt0120737"
916050;"Chloe Webb";1956;0;"actress,soundtrack";"tt0106148,tt0120791,tt0091954,tt0096320"
916424;"Peter Webber";1968;0;"director,producer,editor";"tt7621830,tt0335119,tt2103264,tt0367959"
916617;"Jake Weber";1963;0;"actor,soundtrack,director";"tt0119643,tt0412175,tt0363547,tt0141926"
917188;"Chris Wedge";1957;0;"actor,producer,director";"tt0268380,tt0358082,tt1667889,tt0848537"
917848;"Robin Weigert";1969;0;"actress,director,producer";"tt0452624,tt0348914,tt0383028,tt1866249"
918334;"Scott Weinger";1975;0;"actor,producer,writer";"tt3305096,tt0103639,tt3986586,tt3487356"
919363;"Chris Weitz";1969;0;"producer,writer,director";"tt0276751,tt3748528,tt0356910,tt0385752"
919369;"Paul Weitz";1965;0;"producer,writer,director";"tt0276751,tt4270516,tt0385267,tt0450405"
919525;"Christopher Evan Welch";1965;2013;"actor";"tt1560747,tt0443272,tt2575988,tt0497465"
920425;"Simon Wells";1961;0;"art_department,animation_department,director";"tt0120794,tt0424095,tt0166813,tt0268695"
920460;"Vernon Wells";1945;0;"actor,producer,director";"tt0088944,tt0082694,tt0093260,tt0090305"
920992;"David Wenham";1965;0;"actor,producer,director";"tt0338526,tt0167260,tt0416449,tt0167261"
921044;"Klaus Wennemann";1940;2000;"actor";"tt0081834,tt0144050,tt0082096,tt0088517"
921131;"Martha Wentworth";1889;1974;"actress,soundtrack";"tt0038991,tt0039612,tt0057546,tt0055254"
921532;"Otto Wernicke";1893;1965;"actor,director,soundtrack";"tt0028064,tt0023563,tt0022100,tt0036443"
922035;"Dominic West";1969;0;"actor,producer,director";"tt0299658,tt1365519,tt0356618,tt0306414"
922136;"Jemima West";1987;0;"actress";"tt2917388,tt1538403,tt1582457,tt0151137"
922342;"Shane West";1978;0;"actor,producer,soundtrack";"tt0384683,tt0311429,tt0219653,tt0281358"
922346;"Simon West";1961;0;"director,producer,actor";"tt1656186,tt0144214,tt0146316,tt0118880"
922563;"Travis Wester";1977;0;"actor,director,writer";"tt1647865,tt1912398,tt0356150,tt1489428"
923736;"Joss Whedon";1964;0;"writer,producer,director";"tt0848228,tt1259521,tt0162065,tt0118276"
924154;"Shea Whigham";1969;0;"actor,producer";"tt1031280,tt0477139,tt1675192,tt2024469"
924210;"Ben Whishaw";1980;0;"actor,producer,soundtrack";"tt0396171,tt1371111,tt5028340,tt3464902"
925096;"Lari White";1965;2018;"actress,soundtrack";"tt0384376,tt0212815,tt1555064,tt0162222"
925234;"Mike White";1970;0;"writer,producer,actor";"tt0332379,tt0273923,tt0200530,tt13406094"
925916;"Charles Malik Whitfield";1972;0;"actor,producer";"tt0472198,tt0164292,tt0159273,tt0109842"
925943;"Mitchell Whitfield";1964;0;"actor,soundtrack";"tt3604232,tt0453556,tt0104952,tt0118702"
925966;"Bradley Whitford";1959;0;"actor,producer,soundtrack";"tt2140373,tt5052448,tt0200276,tt1259521"
927145;"Ellen Widmann";1894;1985;"actress";"tt0022100,tt13848544,tt0317305,tt0342686"
927812;"Wiley Wiggins";1976;0;"actor,miscellaneous,animation_department";"tt0243017,tt2007360,tt0106677,tt0133751"
929489;"Tom Wilkinson";1948;0;"actor,soundtrack";"tt0247425,tt0465538,tt0119164,tt2278388"
929609;"Fred Willard";1933;2020;"actor,writer,soundtrack";"tt0218839,tt0310281,tt0357413,tt0366551"
930261;"Chris Williams";1968;0;"writer,actor,director";"tt2245084,tt9288046,tt2294629,tt3521164"
931095;"Tod Williams";1968;0;"director,writer,actor";"tt1536044,tt0168449,tt0348593,tt0775440"
931321;"Michael C. Williams";1973;0;"actor,writer,producer";"tt0962711,tt0457275,tt0185937,tt3315210"
931329;"Michelle Williams";1980;0;"actress,soundtrack,producer";"tt1655420,tt1120985,tt4034228,tt1592281"
931404;"Olivia Williams";1968;0;"actress,soundtrack";"tt0128445,tt0167404,tt1174732,tt1139328"
932244;"Noble Willingham";1931;2004;"actor";"tt0106168,tt0101587,tt0106912,tt0102266"
933098;"Bridgette Wilson-Sampras";1973;0;"actress,producer,soundtrack";"tt0119345,tt0107362,tt0112508,tt0113855"
933505;"Hugh Wilson";1943;2018;"writer,producer,soundtrack";"tt0092354,tt0077097,tt0124298,tt0096580"
933727;"Lambert Wilson";1958;0;"actor,soundtrack,director";"tt0300556,tt0234215,tt0327554,tt0242653"
933798;"Mara Wilson";1987;0;"actress,writer,director";"tt0110527,tt0107614,tt0205461,tt0117008"
933940;"Patrick Wilson";1973;0;"actor,soundtrack,producer";"tt0409459,tt1591095,tt0293508,tt0424136"
933959;"Peta Wilson";1970;0;"actress";"tt0120430,tt0311429,tt0118379,tt0348150"
933988;"Rainn Wilson";1966;0;"actor,producer,director";"tt0386676,tt0465624,tt1512235,tt2490326"
934254;"Trey Wilson";1948;1989;"actor,composer,producer";"tt0096320,tt0094812,tt0093822,tt0095593"
934483;"Kurt Wimmer";1964;0;"writer,producer,director";"tt1386703,tt0238380,tt1197624,tt2058673"
934902;"Paul Winfield";1939;2004;"actor,miscellaneous,soundtrack";"tt0084726,tt0088247,tt0116996,tt0100404"
935095;"Gary Winick";1961;2011;"producer,director,editor";"tt0165986,tt0271219,tt0892318,tt0413895"
935541;"Mary Elizabeth Winstead";1984;0;"actress,producer,soundtrack";"tt0337978,tt0446029,tt1028528,tt1179933"
935653;"Ray Winstone";1957;0;"actor,producer,soundtrack";"tt0159365,tt0442933,tt0203119,tt0407887"
935664;"Alex Winter";1965;0;"actor,director,producer";"tt4881578,tt14308574,tt0109838,tt1086064"
935721;"Eric Winter";1976;0;"actor,producer,soundtrack";"tt0481536,tt0058796,tt1142988,tt1925431"
936374;"Kirk Wise";1963;0;"director,art_department,miscellaneous";"tt0101414,tt0230011,tt0116583,tt0245429"
936403;"Ray Wise";1947;0;"actor,soundtrack";"tt4853102,tt0093870,tt0308152,tt0105665"
936404;"Robert Wise";1914;2005;"director,producer,editor";"tt0059742,tt0079945,tt0055614,tt0066769"
936476;"Joseph Wiseman";1918;2009;"actor,soundtrack";"tt0067333,tt0055928,tt0077278,tt0045296"
936482;"Len Wiseman";1973;0;"producer,writer,director";"tt0320691,tt1496025,tt1386703,tt0401855"
936838;"Alexander Witt";1952;0;"camera_department,assistant_director,director";"tt1340138,tt2382320,tt0258463,tt0318627"
938471;"Jason Woliner";1980;0;"director,producer,writer";"tt13143964,tt7908628,tt24328636,tt2297757"
938893;"Anthony Chau-Sang Wong";1961;0;"actor,director,writer";"tt0439630,tt0338564,tt0446755,tt0103743"
938950;"Benedict Wong";1970;0;"actor,writer,producer";"tt1211837,tt4154756,tt2798920,tt3659388"
939056;"Fann Wong";1971;0;"actress,soundtrack";"tt0300471,tt0317019,tt0314978,tt0170626"
939182;"Kar-Wai Wong";1956;0;"writer,director,producer";"tt1462900,tt0109424,tt0212712,tt0118694"
939697;"Evan Rachel Wood";1987;0;"actress,soundtrack,director";"tt1178663,tt1124035,tt0475784,tt0328538"
939795;"John Wood";1930;2011;"actor";"tt0241303,tt0114319,tt0089457,tt0086567"
939836;"Lana Wood";1946;0;"actress,producer,miscellaneous";"tt0066995,tt0049730,tt5960386,tt11808308"
939992;"Sam Wood";1883;1949;"director,producer,actor";"tt0031385,tt0032671,tt0026778,tt0039504"
940158;"Bokeem Woodbine";1973;0;"actor,producer,soundtrack";"tt8722346,tt2934286,tt2802850,tt2250912"
940362;"Shailene Woodley";1991;0;"actress,producer,soundtrack";"tt1893273,tt3920596,tt2582846,tt1840309"
940627;"Ilene Woods";1929;2010;"actress,soundtrack";"tt0037959,tt0042332,tt0425716"
941777;"Sam Worthington";1976;0;"actor,producer,director";"tt0800320,tt0499549,tt0438488,tt1630029"
942352;"Dorsey Wright";1957;0;"actor,assistant_director,producer";"tt0079261,tt0486048,tt0087428,tt0080120"
942367;"Edgar Wright";1974;0;"director,writer,actor";"tt0365748,tt3890160,tt9639470,tt1213663"
942482;"Jeffrey Wright";1965;0;"actor,producer,soundtrack";"tt0162650,tt0412019,tt1877830,tt8847712"
942504;"Joe Wright";1972;0;"director,producer,miscellaneous";"tt4555426,tt0783233,tt0993842,tt0414387"
942668;"N'Bushe Wright";1970;0;"actress";"tt0105885,tt0120611,tt0112819,tt0109842"
942687;"Norman Wright";1910;2001;"writer,director,assistant_director";"tt1909289,tt0034492,tt0032455,tt0046593"
942787;"Samuel E. Wright";1946;2021;"actor,soundtrack,music_department";"tt0240684,tt0097757,tt0130623,tt0094747"
943079;"Daniel Wu";1974;0;"actor,producer,director";"tt0386005,tt0430772,tt0803096"
943237;"Robert Wuhl";1951;0;"actor,writer,producer";"tt0096895,tt0093105,tt0115101,tt0094812"
943758;"William Wyler";1902;1981;"director,producer,actor";"tt0046250,tt0036868,tt0052618,tt0051411"
943956;"Ed Wynn";1886;1966;"actor,soundtrack,miscellaneous";"tt0054649,tt0058331,tt0043274,tt0052738"
943978;"Keenan Wynn";1916;1986;"actor,soundtrack,stunts";"tt0039853,tt0084237,tt0042200,tt0057012"
944834;"Raghuvir Yadav";1957;0;"actor,music_department,soundtrack";"tt0164538,tt0169102,tt1447508,tt12004706"
945026;"Boaz Yakin";1966;0;"writer,producer,director";"tt10696784,tt0109842,tt0210945,tt10373830"
945189;"Simon Yam";1955;0;"actor,director,producer";"tt0434008,tt1220719,tt0250638,tt0325703"
945290;"Kôichi Yamadera";1961;0;"actor,soundtrack";"tt0113568,tt0347246,tt0107692,tt0851578"
945322;"Kappei Yamaguchi";1965;0;"actor,soundtrack,music_department";"tt0388629,tt0877057,tt0290223,tt0101950"
945359;"Tomoko Yamaguchi";1964;0;"actress,producer,writer";"tt0207099,tt0229485,tt10240666,tt0876563"
945500;"Tarô Yamamoto";1974;0;"actor";"tt0365514,tt1606384,tt0266308,tt0399087"
946734;"David Yates";1963;0;"director,producer,writer";"tt0417741,tt1201607,tt0373889,tt0918940"
947338;"Anton Yelchin";1989;2016;"actor,soundtrack,camera_department";"tt1758692,tt0796366,tt4062536,tt0252501"
947447;"Donnie Yen";1963;0;"actor,stunts,producer";"tt1220719,tt3748528,tt1386932,tt2076298"
948078;"Ruocheng Ying";1929;2003;"actor";"tt0107426,tt0221723,tt0346565,tt0093389"
948267;"Dwight Yoakam";1956;0;"soundtrack,actor,writer";"tt0416496,tt0117666,tt0396269,tt0479884"
948445;"Keiko Yokozawa";1952;0;"actress";"tt0192303,tt0490186,tt0092067,tt0244654"
949167;"Yoo Ji-tae";1976;0;"actor,director,writer";"tt4003440,tt0270919,tt0364569,tt2473884"
949350;"Burt Young";1940;0;"actor,writer,soundtrack";"tt1606392,tt0071315,tt0075148"
950079;"Stephen Young";1939;0;"actor,writer,producer";"tt0423977,tt0066206,tt0070723,tt0078269"
950109;"Terence Young";1915;1994;"director,writer,miscellaneous";"tt0059800,tt0062467,tt0055928,tt0057076"
950553;"Ronny Yu";1950;0;"director,producer,writer";"tt0144120,tt0106342,tt0446059,tt0329101"
950757;"Wah Yuen";1950;0;"actor,stunts,miscellaneous";"tt9376612,tt0373074,tt0068935,tt0097618"
950775;"Jennifer Yuh Nelson";1972;0;"art_department,animation_department,director";"tt4073790,tt9561862,tt0441773,tt1302011"
952498;"Zbigniew Zamachowski";1961;0;"actor,soundtrack,composer";"tt0111495,tt0108394,tt0228750,tt0111507"
955443;"Yimou Zhang";1951;0;"director,writer,producer";"tt0299977,tt0385004,tt0473444,tt0101640"
955471;"Ziyi Zhang";1979;0;"actress,producer,soundtrack";"tt0190332,tt0385004,tt1462900,tt0397535"
957772;"Rob Zombie";1965;0;"music_artist,soundtrack,writer";"tt0373883,tt1731697,tt0395584,tt0462322"
957909;"Ayelet Zurer";1969;0;"actress,producer";"tt0808151,tt0443274,tt0408306,tt0770828"
958387;"Jerry Zucker";1950;0;"producer,writer,director";"tt0083466,tt0088286,tt0099653,tt0080339"
958969;"Harald Zwart";1965;0;"director,producer,writer";"tt3300980,tt1155076,tt11116912,tt1538403"
959034;"Joel Zwick";1942;0;"director,producer,actor";"tt0259446,tt2084952,tt0377057,tt0346222"
959062;"Terry Zwigoff";1949;0;"director,writer,producer";"tt0109508,tt0089507,tt0307987,tt0162346"
959963;"Ólafur Darri Ólafsson";1973;0;"actor,producer,writer";"tt8580274,tt4779682,tt4123430,tt0359950"
960028;"Katsuhiro Ôtomo";1954;0;"writer,director,animation_department";"tt0094625,tt0348121,tt0113799,tt0103286"
960033;"Akio Ôtsuka";1959;0;"actor";"tt0347246,tt0388473,tt0851578,tt0113568"
961737;"Gracy Singh";1980;0;"actress,music_department";"tt0373856,tt0169102,tt0331851,tt0374887"
968405;"Adam Campbell";1980;0;"actor,writer";"tt1195478,tt4955480,tt2378794,tt3339966"
970447;"Conrad Vernon";1968;0;"actor,producer,art_department";"tt0298148,tt0126029,tt1700841,tt0892782"
970606;"Cody Cameron";1970;0;"actor,miscellaneous,director";"tt1985966,tt0126029,tt0298148,tt0413267"
990547;"Daniel Mays";1978;0;"actor,soundtrack";"tt0983193,tt0485947,tt0200465,tt3748528"
991810;"Mahershala Ali";1974;0;"actor,producer";"tt1856010,tt1817273,tt3322314,tt0421715"
996669;"Common";1972;0;"actor,soundtrack,producer";"tt4425200,tt0475394,tt0493464,tt1386697"
997115;"Miyu Irino";1988;0;"actor,soundtrack";"tt5323662,tt1825371,tt0245429,tt2591814"
998941;"Christo Jivkov";1975;2023;"actor,producer,assistant_director";"tt0851191,tt0245276,tt0335345"
1002641;"Dominic Cooper";1978;0;"actor,producer,soundtrack";"tt0864761,tt1655420,tt0458339,tt1270262"
1004635;"Ana López Mercado";1981;0;"actress";"tt0245574,tt0286368"
1005576;"Rob Maxey";1953;2010;"actor";"tt0087777,tt0088549,tt0257044"
1009277;"Dax Shepard";1975;0;"podcaster,actor,producer";"tt2097307,tt0493405,tt0387808"
1012385;"Roar Uthaug";1973;0;"director,writer,assistant_director";"tt3616916,tt0808276,tt11116912,tt1365519"
1012501;"Rupert Wyatt";1972;0;"producer,director,writer";"tt11041132,tt0961728,tt5968394,tt1318514"
1013003;"Michael Ealy";1973;0;"actor,producer";"tt1135084,tt0322259,tt0303714,tt1621045"
1015262;"Leighton Meester";1986;0;"actress,soundtrack";"tt1555064,tt0397442,tt1232200,tt1265990"
1015684;"Corey Stoll";1976;0;"actor,miscellaneous";"tt0465580,tt1605783,tt0478970,tt1856010"
1018488;"Wendi McLendon-Covey";1969;0;"actress,producer,soundtrack";"tt2712740,tt1086772,tt0370194,tt1478338"
1018493;"Rakeysh Omprakash Mehra";1963;0;"producer,director,writer";"tt0405508,tt11045422,tt2356180,tt1043451"
1018679;"Steven Pasquale";1976;0;"actor,producer";"tt0758730,tt2132641,tt0381798,tt0248654"
1020089;"Sally Hawkins";1976;0;"actress,writer,producer";"tt3721954,tt1045670,tt5580390,tt2334873"
1020124;"Sarah Clarke";1972;0;"actress,writer,producer";"tt1099212,tt1325004,tt0285331,tt1324999"
1024878;"Seth Meyers";1973;0;"writer,actor,producer";"tt3513388,tt0072562,tt4677934,tt1598822"
1032473;"Thomas Brodie-Sangster";1990;0;"actor,producer,soundtrack";"tt1790864,tt4046784,tt4500922,tt0314331"
1032521;"Lorene Scafaria";1978;0;"producer,writer,director";"tt5503686,tt2866360,tt1307068,tt4501454"
1032567;"Pablo Schreiber";1978;0;"actor,producer,miscellaneous";"tt1259528,tt5758778,tt4172430,tt2372162"
1033900;"Jack Adams";1879;0;"actor";""
1034965;"Bryan Greenberg";1978;0;"actor,soundtrack,producer";"tt1299365,tt0901476,tt0387514,tt1632708"
1035643;"Frederick Lau";1989;0;"actor,producer,director";"tt3044650,tt4226388,tt5754602,tt1063669"
1036181;"Mike Vogel";1979;0;"actor,producer,soundtrack";"tt0815236,tt1454029,tt1060277,tt0398375"
1040365;"Brandon T. Jackson";1984;0;"actor,producer,writer";"tt0942385,tt1854564,tt1464174,tt0814255"
1041597;"Morgan Spurlock";1970;0;"producer,writer,director";"tt2294729,tt1743720,tt0390521,tt0110413"
1046097;"Rachel McAdams";1978;0;"actress,soundtrack";"tt0421239,tt0332280,tt0988045,tt0377092"
1046521;"Lars Ranthe";1969;0;"actor,stunts";"tt0418455,tt10288566,tt1706596,tt2106476"
1052162;"Bryan Bertino";1977;0;"writer,producer,director";"tt3286052,tt1285009,tt0482606,tt10229558"
